Gene name	Transcript length (including UTRs and CDS)
SMARCA2	5855
SMARCA2	5602
SMARCA2	424
SMARCA2	5657
SMARCA2	5761
SMARCA2	556
SMARCA2	6853
SMARCA2	2471
SMARCA2	128
SMARCA2	100
SMARCA2	736
SMARCA2	5679
SMARCA2	755
SMARCA2	5847
SMARCA2	7061
SMARCA2	100
SMARCA2	5867
SMARCA2	100
SMARCA2	645
SMARCA2	640
SMARCA2	571
SMARCA2	497
SMARCA2	4272
SMARCA2	111
SMARCA2	582
SMARCA2	100
SMARCA2	100
SMARCA2	99
SMARCA2	683
SMARCA2	1582
SMARCA2	3211
SMARCA2	100
SMARCA2	572
SMARCA2	100
SMARCA2	2675
SMARCA2	810
SMARCA2	2942
SMARCA2	750
SMARCA2	1781
SMARCA2	758
SMARCA2	939
SMARCA2	834
SMARCA2	1584
SMARCA2	1843
SMARCA2	1118
SMARCA2	2242
SMARCA2	1178
SMARCA2	980
SMARCA2	1889
SMARCA2	955
SMARCA2	712
SMARCA2	711
SMARCA2	630
SMARCA2	740
SMARCA2	616
SMARCA2	744
SMARCA2	100
SMARCA2	792
SMARCA2	762
SMARCA2	633
SMARCA2	578
SMARCA2	1106
SMARCA2	897
SMARCA2	672
SMARCA2	291
GMCL1P2	823
AC078980.1	262
DIMT1P1	763
AC068781.1	618
CHD2	7764
CHD2	9363
CHD2	1740
CHD2	1249
CHD2	3202
CHD2	4236
CHD2	2221
CHD2	888
CHD2	2131
CHD2	480
CHD2	146
CHD2	4452
CHD2	986
CHD2	3545
CHD2	361
CHD2	607
CHD2	545
CHD2	230
CHD2	340
CHD2	585
CHD2	100
CHD2	1755
CHD2	904
CHD2	533
CHD2	5127
CHD2	649
CHD2	100
CHD2	452
CHD2	760
ELOBP4	296
UPK1A-AS1	795
GHRHR	330
GHRHR	1602
GHRHR	1613
GHRHR	1459
GHRHR	1292
GHRHR	1241
GHRHR	524
GHRHR	1054
GHRHR	551
GHRHR	543
GHRHR	361
GHRHR	923
HPF1	1230
HPF1	548
HPF1	489
ZNF607	4364
ZNF607	4003
ZNF607	1190
ZNF607	549
ZNF607	741
TATDN2P1	2331
UBE2V1P13	439
RRM2P3	1163
EXD3	2176
EXD3	2872
EXD3	1992
EXD3	2932
EXD3	754
EXD3	556
EXD3	542
EXD3	1123
EXD3	962
EXD3	1432
EXD3	1132
EXD3	1585
ABHD17AP3	1137
EPHB6	4006
EPHB6	584
EPHB6	4406
EPHB6	3859
EPHB6	3222
EPHB6	2298
EPHB6	475
EPHB6	654
EPHB6	527
EPHB6	3434
EPHB6	3365
EFHC2	1484
EFHC2	2464
GAPDHP24	983
AC008739.5	1938
AC099563.1	418
TMEM205	593
TMEM205	792
TMEM205	1034
TMEM205	1147
TMEM205	677
TMEM205	1003
TMEM205	788
TMEM205	688
TMEM205	840
TMEM205	1310
TMEM205	563
TMEM205	428
TMEM205	619
TMEM205	628
TMEM205	393
TMEM205	916
ZNF431	1971
ZNF431	586
ZNF431	610
ZNF431	13894
ZNF431	1082
ZNF431	468
ZNF431	478
SULT1C4	1757
SULT1C4	1860
SULT1C4	1045
ZNF793-AS1	545
ZNF793-AS1	581
ZNF793-AS1	560
ZNF793-AS1	448
ZNF793-AS1	670
AC003956.1	356
AL049840.5	552
ARL6IP6	1308
ARL6IP6	2805
ARL6IP6	479
ARL6IP6	465
ARL6IP6	1402
SYDE1	3264
SYDE1	539
SYDE1	3058
SYDE1	3832
SYDE1	571
AL139300.1	2505
AC093227.2	572
AC093227.2	704
AC093227.2	380
KCNK2	1662
KCNK2	1200
KCNK2	1410
KCNK2	566
KCNK2	1491
KCNK2	961
KCNK2	1130
KCNK2	3379
KCNK2	644
AC087393.1	145
AC090774.1	322
AC107926.1	621
NBPF14	10779
NBPF14	1370
NBPF14	2656
NBPF14	10080
NBPF14	2931
NBPF14	2051
NBPF14	2051
NBPF14	1082
NBPF14	2701
NBPF14	1831
NBPF14	3670
APOPT1	2523
APOPT1	575
APOPT1	782
APOPT1	447
APOPT1	783
APOPT1	770
APOPT1	653
APOPT1	513
APOPT1	906
APOPT1	739
APOPT1	694
APOPT1	757
APOPT1	429
APOPT1	333
APOPT1	540
APOPT1	722
AL031779.1	330
CCDC144NL-AS1	3727
CCDC144NL-AS1	481
CCDC144NL-AS1	709
CCDC144NL-AS1	756
CCDC144NL-AS1	884
CCDC144NL-AS1	3352
CCDC144NL-AS1	1216
CCDC144NL-AS1	634
CCDC144NL-AS1	1819
CCDC144NL-AS1	821
CCDC144NL-AS1	521
CCDC144NL-AS1	1670
CCDC144NL-AS1	710
CCDC144NL-AS1	647
CCDC144NL-AS1	839
CCDC144NL-AS1	837
CCDC144NL-AS1	1188
CCDC144NL-AS1	638
CCDC144NL-AS1	556
PHB2	874
PHB2	1518
PHB2	858
PHB2	1515
PHB2	1138
PHB2	309
PHB2	908
PHB2	872
PHB2	739
PHB2	652
PHB2	628
PHB2	639
PHB2	996
PHB2	1308
HMGN2P17	743
AC007537.2	511
DHFRP6	268
AC007537.1	327
AL139415.1	352
AC007621.1	437
AC078918.1	228
TRMT112P4	379
COL21A1	2327
COL21A1	4339
COL21A1	4094
COL21A1	2291
COL21A1	1413
COL21A1	277
COL21A1	555
COL21A1	598
COL21A1	778
COL21A1	480
COL21A1	624
COL21A1	3369
LRP6	10020
LRP6	7812
LRP6	593
LRP6	4774
LRP6	473
LRP6	435
LRP6	562
FLJ42102	1116
FLJ42102	367
FLJ42102	2162
FLJ42102	460
AL139415.2	163
AL138781.2	1843
KRT8P39	1433
BNIP3P26	554
VN1R83P	445
RPL7AP10	791
NUP107	6457
NUP107	573
NUP107	683
NUP107	695
NUP107	2655
NUP107	3004
NUP107	678
NUP107	516
NUP107	278
NUP107	825
NUP107	836
NUP107	729
NUP107	2859
ZNF708	4004
ZNF708	2630
ZNF708	567
ZNF708	590
BAAT	2252
BAAT	3377
SLC30A3	3448
SLC30A3	3447
SLC30A3	2260
SLC30A3	904
SLC30A3	899
SLC30A3	997
SLC30A3	834
SLC30A3	501
SLC30A3	540
SLC30A3	590
SH3PXD2B	1609
SH3PXD2B	1394
SH3PXD2B	390
SH3PXD2B	471
SH3PXD2B	7777
ALPK3	10917
ALPK3	487
PRPF40A	8048
PRPF40A	293
PRPF40A	333
PRPF40A	243
PRPF40A	1622
PRPF40A	1358
PRPF40A	1043
PRPF40A	490
PRPF40A	546
PRPF40A	776
PRPF40A	496
PRPF40A	569
PRPF40A	2815
FYTTD1P1	921
AL359893.1	1580
CSF3R	3373
CSF3R	2953
CSF3R	3454
CSF3R	6074
CSF3R	1440
CSF3R	1931
CSF3R	677
CSF3R	335
CSF3R	1659
CSF3R	321
CSF3R	928
CSF3R	787
CSF3R	512
CSF3R	2847
CSF3R	2375
TRUB2	5719
TRUB2	933
TRUB2	560
IQCG	2262
IQCG	1981
IQCG	1481
IQCG	1804
IQCG	690
IQCG	658
IQCG	556
IQCG	1230
IQCG	712
IQCG	769
IQCG	559
IQCG	550
IQCG	3250
AC040169.3	612
MBTPS1	2925
MBTPS1	3086
MBTPS1	4338
MBTPS1	3333
MBTPS1	594
MBTPS1	708
MBTPS1	543
MBTPS1	602
MBTPS1	763
MBTPS1	546
MBTPS1	597
MBTPS1	431
MBTPS1	582
MBTPS1	587
MBTPS1	549
MBTPS1	535
USP22	5220
USP22	4976
USP22	677
USP22	1906
USP22	355
USP22	1071
USP22	306
USP22	564
USP22	605
USP22	573
USP22	554
AC011472.2	655
AC011472.2	546
TSPAN16	1040
TSPAN16	927
TSPAN16	997
TSPAN16	1026
TSPAN16	417
TSPAN16	642
AC126323.3	564
AC126323.1	611
AC126323.1	739
AC126323.1	3196
AC126323.1	1311
SLC16A2	4161
SLC16A2	3893
SLC16A2	1886
FCGRT	383
FCGRT	1798
FCGRT	578
FCGRT	579
FCGRT	1616
FCGRT	1559
FCGRT	714
FCGRT	582
FCGRT	2681
FCGRT	819
FCGRT	660
FCGRT	1054
FCGRT	870
FCGRT	1351
FCGRT	582
FCGRT	1888
FCGRT	566
FCGRT	676
COX6CP7	208
AC124283.2	318
AC113935.1	555
PIGK	4596
PIGK	4318
PIGK	933
PIGK	1926
PIGK	737
PBOV1	2506
ITGB3BP	589
ITGB3BP	1044
ITGB3BP	948
ITGB3BP	1285
ITGB3BP	1096
ITGB3BP	948
ITGB3BP	524
ITGB3BP	945
ITGB3BP	873
ITGB3BP	657
ITGB3BP	619
ITGB3BP	1025
ITGB3BP	1012
ITGB3BP	504
AL035409.1	497
PERP	4290
RPSAP42	878
ST6GALNAC5	3751
ST6GALNAC5	573
ST6GALNAC5	2055
ST6GALNAC5	787
ST6GALNAC5	533
LINC02528	535
LINC02528	381
AL591468.1	573
FCAR	609
FCAR	1063
FCAR	1432
FCAR	628
FCAR	1483
FCAR	608
FCAR	830
FCAR	654
FCAR	876
FCAR	762
FCAR	754
FCAR	828
FCAR	537
LINC02287	1384
MRI1	862
MRI1	3027
MRI1	786
MRI1	897
MRI1	1735
MRI1	602
ZNF736P6Y	1213
RAB5B	3322
RAB5B	5340
RAB5B	3148
RAB5B	589
RAB5B	596
RAB5B	494
RAB5B	569
RAB5B	1530
RAB5B	558
RAB5B	665
RAB5B	496
CHEK1	769
CHEK1	1670
CHEK1	1845
CHEK1	1653
CHEK1	617
CHEK1	661
CHEK1	562
CHEK1	583
CHEK1	561
CHEK1	3513
CHEK1	1799
CHEK1	462
CHEK1	1712
CHEK1	772
CHEK1	1814
CHEK1	755
CHEK1	4051
CHEK1	4153
MKLN1	2460
MKLN1	864
MKLN1	572
MKLN1	551
MKLN1	582
MKLN1	11156
MKLN1	2386
MKLN1	2448
MKLN1	3380
MKLN1	645
MKLN1	734
MKLN1	563
MKLN1-AS	2279
MKLN1-AS	2043
MKLN1-AS	655
MKLN1-AS	875
MKLN1-AS	561
MKLN1-AS	587
MKLN1-AS	578
AC002467.1	657
AC002467.1	651
AC002467.1	553
CBLL1	4432
CBLL1	665
CBLL1	573
CBLL1	2003
CBLL1	587
CBLL1	560
CBLL1	804
CBLL1	1506
AP003721.2	452
AC063943.1	356
GFPT1	8632
GFPT1	524
GFPT1	625
GFPT1	8703
AC122136.1	478
RBMX2P5	969
FAM217B	5152
FAM217B	5036
FAM217B	880
FAM217B	419
KIR2DS4	1112
PPP1R3D	3630
MYH14	6137
MYH14	1890
MYH14	6902
MYH14	3046
MYH14	6895
MYH14	505
MYH14	5988
MYH14	4039
MYH14	2225
MYH14	6811
MYH14	6787
MYH14	3848
MYH14	4247
AC093850.1	251
PLEKHD1	3999
PLEKHD1	4865
CTNNBIP1	3000
CTNNBIP1	1206
CTNNBIP1	852
CTNNBIP1	451
OR2L9P	913
AL357140.1	424
OR2L8	939
NPW	398
NPW	991
NPW	498
OR11L1	969
DCST1	1895
DCST1	2279
DCST1	2199
DCST1	866
DCST1	2207
ALDH7A1	1773
ALDH7A1	2135
ALDH7A1	4964
ALDH7A1	2747
ALDH7A1	2466
ALDH7A1	2554
ALDH7A1	2321
ALDH7A1	2501
ALDH7A1	2639
ALDH7A1	2332
ALDH7A1	1935
ALDH7A1	579
ALDH7A1	2255
ALDH7A1	1755
ALDH7A1	1337
ALDH7A1	2037
ALDH7A1	1222
ALDH7A1	1865
ALDH7A1	1431
ALDH7A1	1738
ALDH7A1	1809
ALDH7A1	484
ALDH7A1	937
ALDH7A1	1065
ALDH7A1	538
ALDH7A1	1126
ALDH7A1	615
ALDH7A1	3328
ALDH7A1	1812
ALDH7A1	719
ALDH7A1	555
ALDH7A1	608
ALDH7A1	1357
ALDH7A1	203
ALDH7A1	598
ALDH7A1	3247
ALDH7A1	887
AL390860.1	1541
AL390860.1	722
NAP1L5	1915
AL357140.3	1983
AL357140.3	649
AL137784.2	1000
PEX7	680
PEX7	1464
PEX7	945
WDR46	872
WDR46	669
WDR46	2358
WDR46	1007
WDR46	968
WDR46	538
WDR46	941
WDR46	760
WDR46	583
AL390728.6	1246
AL390728.3	270
AL354771.1	602
AL035417.2	796
AL359839.1	1160
POU3F4	3867
POU3F4	3835
AL355994.1	260
Z82170.1	3192
TRBJ2-6	53
TRBV12-3	409
AC012321.1	1588
TRBV11-3	392
LMTK2	8946
LMTK2	540
COTL1	1843
COTL1	5330
COTL1	1677
COTL1	781
COTL1	713
COTL1	531
LINC01786	268
LINC01786	389
AC131212.2	1355
C1orf100	483
C1orf100	579
C1orf100	392
C1orf100	841
AC132938.3	357
AC132938.3	210
NARF-AS1	838
LAMC2	4313
LAMC2	5147
LAMC2	776
LAMC2	287
AL138930.1	635
XPO5	5364
XPO5	3629
XPO5	868
XPO5	601
XPO5	758
XPO5	633
XPO5	868
XPO5	911
XPO5	232
XPO5	800
XPO5	624
XPO5	568
TRBV7-7	347
AC138466.5	808
FBXL17	4510
FBXL17	3773
FBXL17	604
FBXL17	561
FBXL17	5188
FBXL17	4059
LINC01347	3841
LINC01347	355
AC091939.1	691
AC091939.1	795
AC091939.1	360
DPP9-AS1	3071
LINC01533	607
LINC01533	632
LINC01533	616
LINC01533	435
LINC01533	491
AL445675.1	1410
RSL24D1P4	484
AC025437.1	346
AC025437.6	935
AC008794.1	560
RXRB	2846
RXRB	2908
RXRB	1977
RXRB	582
RXRB	1330
AC008677.3	666
AC025809.2	1802
C8G	477
C8G	881
C8G	567
C8G	877
C8G	488
C8G	430
C8G	457
TUBB8P6	1288
RPL23AP20	421
AGO2	14581
AGO2	3141
AGO2	3050
AGO2	350
AGO2	614
AGO2	309
AGO2	683
AGO2	422
AGO2	316
AGO2	421
GMDS	591
GMDS	900
GMDS	567
GMDS	1440
GMDS	1752
GMDS	1743
GMDS	817
GMDS	515
GMDS	520
GMDS	402
HMGN5	2126
HMGN5	742
HMGN5	572
HMGN5	578
HMGN5	547
HMGN5	859
HMGN5	720
AL513480.1	511
YPEL5P1	367
AC010983.1	1028
ILF3-DT	1983
NT5C3A	1704
NT5C3A	1542
NT5C3A	1667
NT5C3A	1742
NT5C3A	1798
NT5C3A	1311
NT5C3A	369
NT5C3A	840
NT5C3A	562
NT5C3A	580
NT5C3A	306
NT5C3A	578
NT5C3A	1759
NT5C3A	1704
NT5C3A	1909
OR13C9	957
KANSL2	1514
KANSL2	1881
KANSL2	2714
KANSL2	2155
KANSL2	650
KANSL2	922
KANSL2	831
KANSL2	1625
KANSL2	1830
KANSL2	581
KANSL2	509
KANSL2	461
KANSL2	593
KANSL2	468
KANSL2	343
MARK2P11	1670
FO393419.1	355
GPR55	2527
GPR55	1523
GPR55	919
GPR55	2526
GPR55	3828
AC107375.1	2231
AL590396.2	1041
AL354892.4	335
AC020898.1	787
AL513210.2	234
MTCO1P51	1060
LINC01507	446
PPIAP58	472
OVAAL	1524
OVAAL	1489
AC008507.3	1969
AC008798.1	174
TNNI3K	3001
TNNI3K	570
TNNI3K	682
TNNI3K	696
TNNI3K	566
TNNI3K	510
TNNI3K	667
TNNI3K	656
ATP6V0B	411
ATP6V0B	1298
ATP6V0B	1685
ATP6V0B	944
ATP6V0B	865
ATP6V0B	536
ATP6V0B	530
ATP6V0B	2432
ATP6V0B	1664
ATP6V0B	962
ATP6V0B	419
ATP6V0B	577
ATP6V0B	825
RPL35P1	370
AL512646.1	1077
TOPORSLP	2871
TOPORSLP	969
TOPORSLP	2102
LINC00967	271
LINC00967	1502
LINC00967	259
LINC00967	792
SIGLEC16	2510
SIGLEC16	1437
FBXW5	1932
FBXW5	2274
FBXW5	2392
FBXW5	2339
FBXW5	1442
FBXW5	785
FBXW5	718
FBXW5	839
PIEZO1P1	219
GABBR1	3506
GABBR1	4286
GABBR1	4299
GABBR1	4104
GABBR1	4212
GABBR1	4527
GABBR1	837
GABBR1	2364
GABBR1	579
GABBR1	486
GABBR1	582
GABBR1	407
GABBR1	749
GABBR1	659
GABBR1	825
GABBR1	871
GABBR1	1252
GABBR1	609
GABBR1	487
GABBR1	1739
TOR1AIP2	7905
TOR1AIP2	4364
TOR1AIP2	7067
TOR1AIP2	888
TOR1AIP2	1760
TOR1AIP2	2687
AL583808.1	499
AL732618.1	301
AL583808.3	1065
AL359853.2	353
LINC02163	574
MEF2AP1	863
KIR2DS1	1557
AMY1A	1363
AMY1A	1790
AMY1A	403
AMY1A	747
AMY1A	522
CDK5R2	2508
PIK3CD-AS2	939
AC092944.2	889
C8orf17	2771
C8orf17	2775
CAB39	3826
CAB39	1324
CAB39	1626
CAB39	552
CAB39	654
CAB39	561
CAB39	1619
POMGNT1	2728
POMGNT1	2934
POMGNT1	407
POMGNT1	483
POMGNT1	2906
POMGNT1	642
POMGNT1	770
POMGNT1	846
POMGNT1	1094
POMGNT1	3480
LSM11	6584
DMRTC2	3076
DMRTC2	559
DMRTC2	1675
DMRTC2	567
DMRTC2	1792
DMRTC2	556
DMRTC2	566
DMRTC2	522
AC084876.2	1709
AL132819.1	208
MED13L	14615
MED13L	414
MED13L	3989
MED13L	7496
MED13L	8717
MED13L	6740
MED13L	8299
MED13L	4852
MED13L	6478
MED13L	1926
MED13L	4250
MED13L	4720
MED13L	891
MED13L	2978
MED13L	665
MED13L	5683
MED13L	3237
MED13L	2528
MED13L	3532
MED13L	2053
MED13L	4324
MED13L	3856
MED13L	4712
MED13L	2339
MED13L	2749
MED13L	1312
MED13L	985
MED13L	202
MED13L	272
MED13L	262
MED13L	360
MED13L	441
FAM20B	603
FAM20B	5984
TRAJ30	57
ATP6V0E1P1	226
KRT18P50	1243
TCHP	853
TCHP	2077
TCHP	3090
TCHP	3151
TCHP	973
TCHP	465
TCHP	581
TCHP	2817
TCHP	3428
TCHP	548
AC005225.2	629
AC005225.2	408
AL607077.1	499
AL049779.2	606
HSPBP1	1768
HSPBP1	1572
HSPBP1	1449
HSPBP1	666
HSPBP1	424
HSPBP1	884
HSPBP1	557
HSPBP1	696
HSPBP1	536
DUSP23	729
DUSP23	694
DUSP23	756
ACOT2	1578
ACOT2	1774
ACOT2	1553
ACOT2	398
ACOT2	1604
NT5CP1	509
AC095032.2	418
AL606752.1	666
AC005339.1	392
LINC00508	194
AC009974.1	455
ZNF234	2292
ZNF234	4551
ZNF234	663
ZNF234	499
AC092756.1	448
TRAJ57	63
TRDD2	9
ITPRIP	4093
ITPRIP	3981
ITPRIP	4320
ITPRIP	796
ITPRIP	6807
TRDJ1	51
ST20	694
ST20	1004
ST20	529
CYCSP6	302
Z99127.3	395
GPR52	1088
CHCHD3P3	640
NPM1P39	867
OR2AQ1P	200
RPS2P28	741
RPL12P47	127
DDX43	2513
DDX43	568
DDX43	652
OOEP	1007
OOEP	478
OOEP	964
LINC00582	597
AL691520.1	716
AC091951.4	536
ZNF224	547
ZNF224	562
ZNF224	1552
ZNF224	3980
ZNF224	510
ZNF224	614
ZNF224	538
ZNF224	2994
TBX3	4723
TBX3	4208
TBX3	494
TBX3	1814
PAPOLA	547
PAPOLA	4519
PAPOLA	585
PAPOLA	2267
PAPOLA	3264
PAPOLA	848
PAPOLA	1421
PAPOLA	584
PAPOLA	2588
PAPOLA	2272
PAPOLA	652
PAPOLA	450
PAPOLA	534
PAPOLA	2277
PAPOLA	892
PAPOLA	546
PAPOLA	547
PAPOLA	558
PAPOLA	806
PAPOLA	1875
PAPOLA	644
PAPOLA	735
PAPOLA	959
PAPOLA	454
PAPOLA	588
DPH5	2159
DPH5	767
DPH5	1316
DPH5	1784
DPH5	972
DPH5	1047
DPH5	1143
DPH5	948
DPH5	969
DPH5	894
DPH5	1034
DPH5	930
DPH5	524
DPH5	602
DPH5	609
AP2M1	2091
AP2M1	558
AP2M1	557
AP2M1	796
AP2M1	1577
AP2M1	1931
AP2M1	601
AP2M1	684
AP2M1	551
AP2M1	545
AP2M1	1950
AP2M1	802
AP2M1	910
AP2M1	602
AP2M1	570
AP2M1	1172
AP2M1	1470
AP2M1	321
AP2M1	580
AP2M1	582
AP2M1	673
AP2M1	1305
HNRNPCP6	871
LDHAL6DP	693
TRAV39	331
CERS2	1618
CERS2	1803
CERS2	1661
CERS2	2170
CERS2	2505
CERS2	850
CERS2	1002
CERS2	997
CERS2	242
CERS2	896
CERS2	594
CERS2	738
CERS2	545
CERS2	2544
CPNE4	2312
CPNE4	5431
CPNE4	1958
CPNE4	700
CPNE4	2230
CPNE4	2503
CPNE4	2120
CPNE4	561
CPNE4	550
CPNE4	577
CPNE4	447
CPNE4	318
CPNE4	3556
CPNE4	4184
NCLP1	1963
AC107027.2	115
AC117409.1	1310
ABCF3	2624
ABCF3	690
ABCF3	813
ABCF3	661
ABCF3	754
ABCF3	2453
ABCF3	2844
ABCF3	568
ABCF3	1014
ABCF3	554
ABCF3	650
ABCF3	657
ABCF3	503
ABCF3	569
ABCF3	1360
ABCF3	2331
ABCF3	1182
ABCF3	533
TRAV34	349
IRF4	5331
IRF4	473
IRF4	757
IRF4	1607
IRF4	346
Z97198.1	658
FKBP5	3772
FKBP5	3940
FKBP5	3827
FKBP5	7384
RPS27AP6	448
HK3	1988
HK3	3066
HK3	415
HK3	395
HK3	450
HK3	547
RASA2-IT1	612
UNC5A	3812
UNC5A	3941
UNC5A	1518
CD1B	1024
CD1B	1395
AC005052.1	2492
AC114550.2	397
AL139010.1	894
AL139010.1	1041
AL139010.1	794
MRPS21P2	264
AC010326.1	602
C1orf131	1424
C1orf131	2483
C1orf131	1432
C1orf131	795
C1orf131	552
C1orf131	400
C1orf131	596
C1orf131	2657
ACTG2	1921
ACTG2	638
ACTG2	594
ACTG2	1413
ACTG2	1530
ACTG2	927
ACTG2	540
ACTG2	574
ACTG2	2064
MAPK11	2431
MAPK11	1512
MAPK11	2409
MAPK11	566
HLA-DRB4	1184
ZNF322P1	1209
KCNQ5-IT1	563
PGAM1P10	761
AL590705.3	474
ZDHHC18	5020
ZDHHC18	1002
ZDHHC18	597
ZDHHC18	1275
ZDHHC18	562
ZEB2-AS1	1647
ZEB2-AS1	651
ZEB2-AS1	810
ZEB2-AS1	905
ZEB2-AS1	804
ZEB2-AS1	855
ZEB2-AS1	572
ZEB2-AS1	888
ZEB2-AS1	100
ZEB2-AS1	100
ZEB2-AS1	100
ZEB2-AS1	1047
ZEB2-AS1	446
ZEB2-AS1	562
ZEB2-AS1	436
ZEB2-AS1	453
ZEB2-AS1	810
ZEB2-AS1	61
BRWD1-AS2	1028
TIMM9P2	266
GDF3	1239
AL033519.3	595
AC245505.2	3055
TRAV18	440
MED25	506
MED25	1012
MED25	2332
MED25	760
MED25	1623
MED25	504
MED25	3339
MED25	2396
MED25	881
MED25	1467
MED25	1548
MED25	1293
MED25	642
MED25	801
KNOP1P4	1438
CCR6	770
CCR6	1729
CCR6	4018
CCR6	2980
CCR6	3216
AC002540.1	1349
RPL12P46	195
AC006927.3	384
TRAV8-6	561
AC006927.4	543
TMEM181	5390
TRAV12-2	445
KIR2DL3	1590
CCSAP	5089
CCSAP	4399
CCSAP	3492
CCSAP	5121
MTND2P33	1031
AL831737.1	271
AC010300.1	5134
HIST3H3	481
AC098798.1	1447
AL356475.1	341
ZNF211	2629
ZNF211	1750
ZNF211	591
ZNF211	530
ZNF211	2472
ZNF211	2759
ZNF211	1959
ZNF211	2239
ZNF211	2577
ZNF211	2641
ZNF211	462
ZNF211	2440
AC022079.2	566
IMMP1LP2	492
HLA-DRA	1280
HLA-DRA	291
HLA-DRA	1123
TRIM11	5774
TRIM11	2715
TRIM11	682
TRIM11	693
TRIM11	2511
TRIM11	586
VN1R90P	726
TRAV1-1	392
AL355310.3	582
UBE2NP1	458
MTND3P4	303
AMIGO1	5088
AMIGO1	2229
PTHLH	1544
PTHLH	890
PTHLH	854
PTHLH	1891
PTHLH	1674
PTHLH	746
PTHLH	457
PTHLH	1318
PTHLH	1872
FAT1	14786
FAT1	2224
FAT1	1305
FAT1	854
FAT1	479
FAT1	357
FAT1	428
FAT1	512
FAT1	462
FAT1	341
FAT1	1852
FAT1	14758
FANCE	2550
FANCE	2554
NELL1	3329
NELL1	3022
NELL1	2400
NELL1	582
NELL1	748
NELL1	556
NELL1	256
NELL1	486
NELL1	563
NELL1	1907
NELL1	1037
NELL1	3094
USP17L20	1593
USP17L20	1677
C14orf119	3660
C14orf119	725
AC106037.2	447
AC002464.1	1530
SRCIN1	7058
SRCIN1	4644
SRCIN1	4635
SRCIN1	5204
SRCIN1	5225
SRCIN1	1150
SRCIN1	453
SRCIN1	1316
SRCIN1	1431
AL031963.1	695
SRSF10	3487
SRSF10	1808
SRSF10	2839
SRSF10	1089
SRSF10	778
SRSF10	1194
SRSF10	866
SRSF10	2917
SRSF10	1631
SRSF10	3957
SRSF10	813
SRSF10	1390
SRSF10	500
SRSF10	526
SRSF10	790
SRSF10	413
PPP5D1	965
PPP5D1	611
PPP5D1	1882
PPP5D1	506
PPP5D1	2777
HNRNPCP2	881
CHUK	3625
CHUK	4845
CHUK	675
CHUK	424
MSTN	2822
ZFHX2-AS1	931
ZFHX2-AS1	538
ZFHX2-AS1	2322
ZFHX2-AS1	423
ZFHX2-AS1	2524
AL135999.2	1686
PCED1A	531
PCED1A	712
PCED1A	2016
PCED1A	1706
PCED1A	1170
PCED1A	1187
PPIAP2	492
AL121772.2	297
SPTLC3	2480
SPTLC3	572
SPTLC3	6169
SPTLC3	645
SPTLC3	453
SPTLC3	277
WBP2P1	771
GAPDHP38	1002
LINC01053	771
LINC02057	577
LINC02057	640
AC007193.1	448
SLC22A16	466
SLC22A16	1968
SLC22A16	1987
SLC22A16	1021
SLC22A16	1213
SLC22A16	737
SLC22A16	1709
SLC22A16	2033
LIMCH1	5129
LIMCH1	1570
LIMCH1	5054
LIMCH1	5057
LIMCH1	6165
LIMCH1	473
LIMCH1	4792
LIMCH1	540
LIMCH1	5071
LIMCH1	551
LIMCH1	789
LIMCH1	490
LIMCH1	5467
LIMCH1	3439
LIMCH1	3543
LIMCH1	3474
LIMCH1	1506
LIMCH1	5740
LIMCH1	5705
LIMCH1	3051
LIMCH1	1129
LIMCH1	437
LINC01722	3033
LINC01723	601
ZBTB20-AS4	675
AC090227.2	340
AC243994.1	109
AL136987.1	1264
AL136987.1	684
AL035407.1	571
TPM4P1	807
AC008498.2	2322
TIGIT	587
TIGIT	3710
TIGIT	3149
TIGIT	571
TIGIT	559
TIGIT	250
TIGIT	2967
RPL23AP83	473
AC020651.1	360
IGSF23	989
IGSF23	285
IGSF23	704
IGSF23	473
CNN2P4	904
LMAN1L	1398
LMAN1L	1873
LMAN1L	565
LMAN1L	572
LMAN1L	555
LMAN1L	1263
LMAN1L	1699
LMAN1L	2795
LMAN1L	521
LMAN1L	573
SEC22B	6922
SEC22B	2230
RTL8C	1181
RTL8C	578
RTL8C	616
AL159987.2	307
GNL1	5919
GNL1	198
GNL1	522
GNL1	545
GNL1	774
LINC02099	2980
LINC02099	2315
LINC02099	2791
LINC00589	938
LINC00589	1404
LINC01489	605
FAM3B	2742
FAM3B	1052
FAM3B	1088
FAM3B	1125
FAM3B	864
FAM3B	1026
PCDH18	5906
PCDH18	5102
PCDH18	4625
PCDH18	1331
PCDH18	1483
PCDH18	819
PCDH18	553
PCDH18	895
NUPL2	1795
NUPL2	2010
NUPL2	1653
NUPL2	739
NUPL2	680
NUPL2	623
NUPL2	1329
NUPL2	1285
NUPL2	350
NUPL2	2529
NUPL2	776
NUPL2	249
MYF5	1542
AL357080.1	239
CASC8	930
CASC8	1420
CASC8	789
CASC8	1412
AC234782.3	1048
CR753818.2	225
CATSPER2P1	419
CATSPER2P1	1579
CATSPER2P1	1653
CATSPER2P1	603
CATSPER2P1	1466
AC007907.1	451
AC087667.1	1422
RFPL4AP5	504
AL445685.1	762
MBD3L1	872
MBD3L1	748
PAQR9	1824
PAQR9	348
PAQR9	2452
ZDHHC8P1	2382
ZDHHC8P1	2309
ZDHHC8P1	1736
ZDHHC8P1	435
ZDHHC8P1	1403
IGHV1-69-2	353
